,id,client_order_id,created_at,updated_at,submitted_at,filled_at,expired_at,expires_at,canceled_at,failed_at,replaced_at,replaced_by,replaces,asset_id,symbol,asset_class,notional,qty,filled_qty,filled_avg_price,order_class,order_type,type,side,time_in_force,limit_price,stop_price,status,extended_hours,legs,trail_percent,trail_price,hwm,position_intent,ratio_qty
0,c918f79c-820c-4c11-b8a9-4883899a804a,56ba715c-1f46-43c9-a98d-24ba0120a92d,2025-07-19 13:35:48.018240+00:00,2025-07-19 13:35:48.019523+00:00,2025-07-19 13:35:48.018240+00:00,,,2025-10-16 20:00:00+00:00,,,,,,a1733398-6acc-4e92-af24-0d0667f78713,ETH/USD,crypto,,1,0,,simple,stop_limit,stop_limit,buy,gtc,6954.71,6954.71,new,False,,,,,buy_to_open,
